,Wikipedia_Article,path
79,/wiki/Elasticsearch,"['/wiki/Elasticsearch', '/wiki/Search_engine_(computing)', '/wiki/Computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
80,/wiki/Kibana,"['/wiki/Kibana', '/wiki/Source-available_software', '/wiki/Software', '/wiki/Computer_program', '/wiki/Sequence', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
81,/wiki/Logstash,"['/wiki/Logstash', '/wiki/Search_engine_(computing)', '/wiki/Computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
82,/wiki/Git,"['/wiki/Git', '/wiki/Distributed_version_control', '/wiki/Software_development', '/wiki/Designing', '/wiki/Process', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
83,/wiki/GitHub,"['/wiki/GitHub', '/wiki/Proprietary_software', '/wiki/Computer_software', '/wiki/Computer_program', '/wiki/Sequence', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
84,/wiki/GitLab,"['/wiki/GitLab', '/wiki/Open-core_model', '/wiki/Business_model', '/wiki/Company', '/wiki/Legal_personality', '/wiki/Social_contract', '/wiki/Moral_philosophy', '/wiki/Philosophy']"
85,/wiki/Bitbucket,"['/wiki/Bitbucket', '/wiki/Git_(software)', '/wiki/Distributed_version_control', '/wiki/Software_development', '/wiki/Designing', '/wiki/Process', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
86,/wiki/Cybersecurity,"['/wiki/Cybersecurity', '/wiki/Computer_software', '/wiki/Computer_program', '/wiki/Sequence', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
87,/wiki/Ethical_hacking,"['/wiki/Ethical_hacking', '/wiki/Security_hacker', '/wiki/Exploit_(computer_security)', '/wiki/Vulnerability_(computer_security)', '/wiki/Software_development', '/wiki/Designing', '/wiki/Process', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
88,/wiki/Penetration_testing,"['/wiki/Penetration_testing', '/wiki/Cyberattack', '/wiki/CIA_triad', '/wiki/Information', '/wiki/Abstraction', '/wiki/Rule_of_inference', '/wiki/Philosophy_of_logic', '/wiki/Philosophy']"
89,/wiki/Social_engineering_(security),"['/wiki/Social_engineering_(security)', '/wiki/Information_security', '/wiki/Information', '/wiki/Abstraction', '/wiki/Rule_of_inference', '/wiki/Philosophy_of_logic', '/wiki/Philosophy']"
90,/wiki/Encryption,"['/wiki/Encryption', '/wiki/Cryptography_law', '/wiki/Cryptography', '/wiki/Secure_communication', '/wiki/Eavesdropping', '/wiki/Eave', '/wiki/Roof', '/wiki/Building', '/wiki/Structure#Load-bearing', '/wiki/System', '/wiki/Open_system_(systems_theory)', '/wiki/Isolated_system', '/wiki/Outline_of_physical_science', '/wiki/Natural_science', '/wiki/Branches_of_science', '/wiki/Science', '/wiki/Scientific_method', '/wiki/Empirical_evidence', '/wiki/Evidence', '/wiki/Proposition', '/wiki/Philosophy_of_language', '/wiki/Philosophy']"
91,/wiki/Public-key_cryptography,"['/wiki/Public-key_cryptography', '/wiki/Cryptographic', '/wiki/Secure_communication', '/wiki/Eavesdropping', '/wiki/Eave', '/wiki/Roof', '/wiki/Building', '/wiki/Structure#Load-bearing', '/wiki/System', '/wiki/Open_system_(systems_theory)', '/wiki/Isolated_system', '/wiki/Outline_of_physical_science', '/wiki/Natural_science', '/wiki/Branches_of_science', '/wiki/Science', '/wiki/Scientific_method', '/wiki/Empirical_evidence', '/wiki/Evidence', '/wiki/Proposition', '/wiki/Philosophy_of_language', '/wiki/Philosophy']"
92,/wiki/Symmetric-key_algorithm,"['/wiki/Symmetric-key_algorithm', '/wiki/Algorithm', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
93,/wiki/Hash_function,"['/wiki/Hash_function', '/wiki/Function_(mathematics)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
94,/wiki/Artificial_neural_network,"['/wiki/Artificial_neural_network', '/wiki/Machine_learning', '/wiki/Field_of_study', '/wiki/Knowledge', '/wiki/Declarative_knowledge', '/wiki/Awareness', '/wiki/Philosophy']"
95,/wiki/Recurrent_neural_network,"['/wiki/Recurrent_neural_network', '/wiki/Time_series', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
96,/wiki/Convolutional_neural_network,"['/wiki/Convolutional_neural_network', '/wiki/Regularization_(mathematics)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
97,/wiki/Generative_adversarial_network,"['/wiki/Generative_adversarial_network', '/wiki/Machine_learning', '/wiki/Field_of_study', '/wiki/Knowledge', '/wiki/Declarative_knowledge', '/wiki/Awareness', '/wiki/Philosophy']"
98,/wiki/Transformer_(machine_learning_model),"['/wiki/Transformer_(machine_learning_model)', '/wiki/Deep_learning', '/wiki/Machine_learning', '/wiki/Field_of_study', '/wiki/Knowledge', '/wiki/Declarative_knowledge', '/wiki/Awareness', '/wiki/Philosophy']"
99,/wiki/BERT_(language_model),"['/wiki/BERT_(language_model)', '/wiki/Language_model', '/wiki/Model#Conceptual_model', '/wiki/Plan_(drawing)', '/wiki/Technical_drawing', '/wiki/Visual_communication', '/wiki/Signage', '/wiki/Symbol', '/wiki/Sign_(semiotics)', '/wiki/Semiotics', '/wiki/Semiosis', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
100,/wiki/GPT-3,"['/wiki/GPT-3', '/wiki/Large_language_model', '/wiki/Machine_learning', '/wiki/Field_of_study', '/wiki/Knowledge', '/wiki/Declarative_knowledge', '/wiki/Awareness', '/wiki/Philosophy']"
101,/wiki/OpenAI,"['/wiki/OpenAI', '/wiki/Artificial_intelligence', '/wiki/Intelligence', '/wiki/Abstraction', '/wiki/Rule_of_inference', '/wiki/Philosophy_of_logic', '/wiki/Philosophy']"
102,/wiki/TensorFlow,"['/wiki/TensorFlow', '/wiki/Library_(computing)', '/wiki/Computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
103,/wiki/PyTorch,"['/wiki/PyTorch', '/wiki/Machine_learning', '/wiki/Field_of_study', '/wiki/Knowledge', '/wiki/Declarative_knowledge', '/wiki/Awareness', '/wiki/Philosophy']"
104,/wiki/Keras,"['/wiki/Keras', '/wiki/Open-source_software', '/wiki/Software', '/wiki/Computer_program', '/wiki/Sequence', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
105,/wiki/Scikit-learn,"['/wiki/Scikit-learn', '/wiki/Free_and_open-source', '/wiki/Software', '/wiki/Computer_program', '/wiki/Sequence', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
106,/wiki/Pandas_(software),"['/wiki/Pandas_(software)', '/wiki/Software_library', '/wiki/Computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
107,/wiki/NumPy,"['/wiki/NumPy', '/wiki/Library_(computing)', '/wiki/Computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
108,/wiki/Matplotlib,"['/wiki/Matplotlib', '/wiki/Plotter', '/wiki/Vector_graphics', '/wiki/Computer_graphics', '/wiki/Image', '/wiki/Two-dimensional_space', '/wiki/Mathematical_space', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
109,/wiki/Seaborn_(software),"['/wiki/Seaborn_(software)', None]"
110,/wiki/Plotly,"['/wiki/Plotly', '/wiki/Montreal', '/wiki/List_of_towns_in_Quebec', '/wiki/Classification_of_municipalities_in_Quebec', '/wiki/Local_government_in_Quebec', '/wiki/Regional_county_municipality', '/wiki/Quebec', '/wiki/Provinces_and_territories_of_Canada', '/wiki/Canada', '/wiki/North_America', '/wiki/Continent', '/wiki/Convention_(norm)', '/wiki/Social_norm', '/wiki/Acceptance', '/wiki/Psychology', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
111,/wiki/LLM_(language_model),"['/wiki/LLM_(language_model)', None]"
112,/wiki/AutoML,"['/wiki/AutoML', '/wiki/Automation', '/wiki/Mechanical_system', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
113,/wiki/Federated_learning,"['/wiki/Federated_learning', '/wiki/Machine_learning', '/wiki/Field_of_study', '/wiki/Knowledge', '/wiki/Declarative_knowledge', '/wiki/Awareness', '/wiki/Philosophy']"
114,/wiki/Edge_AI,"['/wiki/Edge_AI', '/wiki/Latency_(engineering)', '/wiki/Causality', '/wiki/Event_(philosophy)', '/wiki/Philosophy']"
115,/wiki/Reinforcement_learning,"['/wiki/Reinforcement_learning', '/wiki/Machine_learning', '/wiki/Field_of_study', '/wiki/Knowledge', '/wiki/Declarative_knowledge', '/wiki/Awareness', '/wiki/Philosophy']"
116,/wiki/Q-learning,"['/wiki/Q-learning', '/wiki/Model-free_(reinforcement_learning)', '/wiki/Reinforcement_learning', '/wiki/Machine_learning', '/wiki/Field_of_study', '/wiki/Knowledge', '/wiki/Declarative_knowledge', '/wiki/Awareness', '/wiki/Philosophy']"
117,/wiki/Markov_decision_process,"['/wiki/Markov_decision_process', '/wiki/Stochastic_dynamic_programming', '/wiki/Richard_E._Bellman', '/wiki/Applied_mathematics', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
118,/wiki/Monte_Carlo_method,"['/wiki/Monte_Carlo_method', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
119,/wiki/A_star_search_algorithm,"['/wiki/A_star_search_algorithm', '/wiki/Graph_traversal', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
120,/wiki/Minimax,"['/wiki/Minimax', '/wiki/Artificial_intelligence', '/wiki/Intelligence', '/wiki/Abstraction', '/wiki/Rule_of_inference', '/wiki/Philosophy_of_logic', '/wiki/Philosophy']"
121,/wiki/AlphaGo,"['/wiki/AlphaGo', '/wiki/Computer_program', '/wiki/Sequence', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
122,/wiki/AlphaZero,"['/wiki/AlphaZero', '/wiki/Computer_program', '/wiki/Sequence', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
123,/wiki/Chess_engine,"['/wiki/Chess_engine', '/wiki/Computer_chess', '/wiki/Software', '/wiki/Computer_program', '/wiki/Sequence', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
124,/wiki/Stockfish_(chess),"['/wiki/Stockfish_(chess)', '/wiki/Free_and_open-source', '/wiki/Software', '/wiki/Computer_program', '/wiki/Sequence', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
125,/wiki/Leela_Chess_Zero,"['/wiki/Leela_Chess_Zero', '/wiki/Free_and_open-source_software', '/wiki/Software', '/wiki/Computer_program', '/wiki/Sequence', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
126,/wiki/Computer_science,"['/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
127,/wiki/Discrete_mathematics,"['/wiki/Discrete_mathematics', '/wiki/Mathematical_structures', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
128,/wiki/Graph_theory,"['/wiki/Graph_theory', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
129,/wiki/Boolean_algebra,"['/wiki/Boolean_algebra', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
130,/wiki/Complexity_theory,"['/wiki/Complexity_theory', '/wiki/Computational_complexity_theory', '/wiki/Theoretical_computer_science', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
131,/wiki/Turing_machine,"['/wiki/Turing_machine', '/wiki/Mathematical_model_of_computation', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
132,/wiki/Computational_complexity_theory,"['/wiki/Computational_complexity_theory', '/wiki/Theoretical_computer_science', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
133,/wiki/P_versus_NP_problem,"['/wiki/P_versus_NP_problem', '/wiki/List_of_unsolved_problems_in_computer_science', '/wiki/Lists_of_unsolved_problems', '/wiki/List_of_conjectures', '/wiki/Conjecture', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
134,/wiki/Halting_problem,"['/wiki/Halting_problem', '/wiki/Computability_theory_(computer_science)', '/wiki/Mathematical_logic', '/wiki/Logic#Formal_logic', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
135,/wiki/Quantum_algorithm,"['/wiki/Quantum_algorithm', '/wiki/Quantum_computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
136,/wiki/Shor%27s_algorithm,"['/wiki/Shor%27s_algorithm', '/wiki/Quantum_algorithm', '/wiki/Quantum_computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
137,/wiki/Grover%27s_algorithm,"['/wiki/Grover%27s_algorithm', '/wiki/Quantum_computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
138,/wiki/Quantum_error_correction,"['/wiki/Quantum_error_correction', '/wiki/Quantum_computer', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
139,/wiki/Quantum_supremacy,"['/wiki/Quantum_supremacy', '/wiki/Quantum_computing', '/wiki/Computer', '/wiki/Machine', '/wiki/Power_(physics)', '/wiki/Energy', '/wiki/Physical_quantity', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
140,/wiki/Quantum_entanglement,"['/wiki/Quantum_entanglement', '/wiki/Particle', '/wiki/Outline_of_physical_science', '/wiki/Natural_science', '/wiki/Branches_of_science', '/wiki/Science', '/wiki/Scientific_method', '/wiki/Empirical_evidence', '/wiki/Evidence', '/wiki/Proposition', '/wiki/Philosophy_of_language', '/wiki/Philosophy']"
141,/wiki/Quantum_cryptography,"['/wiki/Quantum_cryptography', '/wiki/Quantum_mechanics', '/wiki/Scientific_theory', '/wiki/Universe', '/wiki/Space', '/wiki/Three-dimensional_space', '/wiki/Geometry', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
142,/wiki/Post-quantum_cryptography,"['/wiki/Post-quantum_cryptography', '/wiki/Cryptographic_primitive', '/wiki/Cryptography', '/wiki/Secure_communication', '/wiki/Eavesdropping', '/wiki/Eave', '/wiki/Roof', '/wiki/Building', '/wiki/Structure#Load-bearing', '/wiki/System', '/wiki/Open_system_(systems_theory)', '/wiki/Isolated_system', '/wiki/Outline_of_physical_science', '/wiki/Natural_science', '/wiki/Branches_of_science', '/wiki/Science', '/wiki/Scientific_method', '/wiki/Empirical_evidence', '/wiki/Evidence', '/wiki/Proposition', '/wiki/Philosophy_of_language', '/wiki/Philosophy']"
143,/wiki/Information_theory,"['/wiki/Information_theory', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
144,/wiki/Shannon_entropy,"['/wiki/Shannon_entropy', '/wiki/Information_theory', '/wiki/Quantification_(science)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
145,/wiki/Kolmogorov_complexity,"['/wiki/Kolmogorov_complexity', '/wiki/Algorithmic_information_theory', '/wiki/Theoretical_computer_science', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
146,/wiki/Chaos_theory,"['/wiki/Chaos_theory', '/wiki/Interdisciplinary', '/wiki/Academic_discipline', '/wiki/Knowledge', '/wiki/Declarative_knowledge', '/wiki/Awareness', '/wiki/Philosophy']"
147,/wiki/Fractal,"['/wiki/Fractal', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
148,/wiki/Mandelbrot_set,"['/wiki/Mandelbrot_set', '/wiki/Set_(mathematics)', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
149,/wiki/Lorenz_system,"['/wiki/Lorenz_system', '/wiki/Ordinary_differential_equation', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
150,/wiki/Cellular_automaton,"['/wiki/Cellular_automaton', '/wiki/Model_of_computation', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
151,/wiki/Game_of_Life,"['/wiki/Game_of_Life', '/wiki/Conway%27s_Game_of_Life', '/wiki/Cellular_automaton', '/wiki/Model_of_computation', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
152,/wiki/Evolutionary_algorithm,"['/wiki/Evolutionary_algorithm', '/wiki/Biological_evolution', '/wiki/Heritable', '/wiki/Phenotypic_trait', '/wiki/Phenotype', '/wiki/Genetics', '/wiki/Gene', '/wiki/Biology', '/wiki/Life', '/wiki/Matter', '/wiki/Classical_physics', '/wiki/Physics', '/wiki/Scientific', '/wiki/Scientific_method', '/wiki/Empirical_evidence', '/wiki/Evidence', '/wiki/Proposition', '/wiki/Philosophy_of_language', '/wiki/Philosophy']"
153,/wiki/Genetic_algorithm,"['/wiki/Genetic_algorithm', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
154,/wiki/Swarm_intelligence,"['/wiki/Swarm_intelligence', '/wiki/Collective_behavior', '/wiki/Franklin_Henry_Giddings', '/wiki/Sociologist', '/wiki/Human', '/wiki/Species', '/wiki/Organism', '/wiki/Life', '/wiki/Matter', '/wiki/Classical_physics', '/wiki/Physics', '/wiki/Scientific', '/wiki/Scientific_method', '/wiki/Empirical_evidence', '/wiki/Evidence', '/wiki/Proposition', '/wiki/Philosophy_of_language', '/wiki/Philosophy']"
155,/wiki/Particle_swarm_optimization,"['/wiki/Particle_swarm_optimization', '/wiki/Computational_science', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
156,/wiki/Ant_colony_optimization,"['/wiki/Ant_colony_optimization', '/wiki/Computer_science', '/wiki/Computation', '/wiki/Arithmetic', '/wiki/Mathematics', '/wiki/Mathematical_theory', '/wiki/Logical_reasoning', '/wiki/Mind', '/wiki/Thought', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
157,/wiki/Neural_ODE,"['/wiki/Neural_ODE', '/wiki/Machine_learning', '/wiki/Field_of_study', '/wiki/Knowledge', '/wiki/Declarative_knowledge', '/wiki/Awareness', '/wiki/Philosophy']"
158,/wiki/Meta-learning,"['/wiki/Meta-learning', '/wiki/Metacognition', '/wiki/Understanding', '/wiki/Cognition', '/wiki/Action_(philosophy)', '/wiki/Philosophy']"
159,/wiki/Zero-shot_learning,"['/wiki/Zero-shot_learning', '/wiki/Deep_learning', '/wiki/Machine_learning', '/wiki/Field_of_study', '/wiki/Knowledge', '/wiki/Declarative_knowledge', '/wiki/Awareness', '/wiki/Philosophy']"
160,/wiki/Few-shot_learning,"['/wiki/Few-shot_learning', '/wiki/Prompt_engineering', '/wiki/Generative_artificial_intelligence', '/wiki/Artificial_intelligence', '/wiki/Intelligence', '/wiki/Abstraction', '/wiki/Rule_of_inference', '/wiki/Philosophy_of_logic', '/wiki/Philosophy']"
